-1.952762,4.388726,5.264668,0.998790,9.279954,8.733409,-7.590637,2.832031,9.039070,1.715293,1
1.436671,4.812059,7.924301,1.895939,10.117588,-1.069660,-8.329396,-8.070737,6.580431,-10.331175,1
-1.266393,-0.678368,2.936085,-4.473984,10.142594,3.282649,2.534705,2.094365,11.116298,0.906646,1
8.361807,8.140121,15.836476,4.169182,21.740313,0.370473,-8.772892,0.396533,9.025044,-0.096764,1
5.431038,-1.957890,11.857116,2.528599,9.532312,-2.969116,-9.976215,-3.091014,6.707489,-0.759705,1
1.746604,-0.105060,8.976762,4.764030,4.902683,-0.117871,-2.409682,-2.120216,10.693663,-0.878747,1
-0.513826,-2.938421,5.012912,0.559811,17.742895,-9.575068,-7.897470,2.039100,13.606351,9.352184,1
-8.199984,6.213180,6.471425,3.400208,15.008103,3.077882,-1.930747,0.478107,10.935396,1.525587,1
1.583058,-4.090373,4.542410,-5.546454,14.981069,-4.327252,-7.387767,-3.493631,11.463912,-0.882222,1
-2.911735,3.114420,3.109533,-0.413341,12.798779,-3.993477,-2.692792,4.595844,14.644549,3.880143,1
5.722736,2.424444,6.745536,1.723999,10.969604,4.511431,-11.023572,-1.021741,8.704951,-1.102929,1
1.330305,0.849771,4.332350,1.582563,11.265807,3.790485,-1.572055,1.805299,7.777090,3.336307,1
-0.210655,1.231649,8.214830,5.861302,15.312500,1.828712,0.638037,5.994195,16.353865,-1.226749,1
0.424753,4.164992,15.650819,-3.551634,10.770544,-9.936718,0.745822,-6.072193,14.115594,11.218310,1
-6.000416,7.584802,8.704478,4.925606,8.563725,-3.730091,-6.664009,-2.945742,9.707586,-10.831209,1
2.727940,3.507859,3.404570,-4.821110,16.512499,-5.053923,-5.695492,1.262529,11.679966,5.010664,1
-2.723763,5.098617,16.480348,0.178940,12.445740,-5.104923,-3.992367,-5.281831,10.720040,9.535692,1
0.784221,1.975051,12.191042,-3.326172,16.622042,-1.905099,-4.041690,1.162812,2.867469,-3.861922,1
2.780420,0.846376,7.653904,2.234290,10.255194,-4.432555,-3.661828,-0.196371,18.627136,-3.155426,1
-0.538440,-1.218184,10.637391,-1.986969,12.801194,-4.844206,-10.194403,-2.469751,0.136135,-5.650814,1
1.591846,5.009514,8.158929,1.689372,11.083156,-3.114777,-3.743686,-4.277225,16.316545,-8.838115,1
-2.686597,-7.563744,9.638400,2.908063,9.616762,7.011197,3.887462,6.933432,9.119085,2.292554,1
0.825294,2.405476,5.637187,-0.008477,20.639408,-4.082533,-8.854895,-9.566183,6.768920,-6.238287,1
-3.955498,2.066661,12.959186,1.422698,15.114824,3.730509,-0.071106,5.010286,2.797448,-1.442615,1
4.255790,2.695070,11.222081,2.967153,19.425138,-2.600762,-2.600998,0.069155,15.687783,-2.454661,1
7.588794,1.631088,7.214977,-3.207578,13.324677,-2.442635,-3.090076,-0.153402,10.677729,2.017613,1
1.295638,-0.423504,19.027706,5.136768,14.494218,-3.698152,-8.347913,-0.723896,9.682552,0.892610,1
2.977505,4.608715,16.360466,0.597984,13.869054,1.460612,-7.425638,7.302156,6.668798,2.182205,1
2.768800,-3.181618,11.562907,-1.871260,13.869824,-7.520696,-7.512797,3.541858,5.882657,-6.583864,1
8.269373,4.008751,14.865810,2.897599,10.191538,1.060791,-1.508492,-0.371947,14.679710,-7.991132,1
3.463995,0.250031,6.807024,-1.875227,15.265154,-2.522201,-8.159479,-4.150793,8.744989,-0.477581,1
-0.551888,5.369133,4.213918,2.144812,14.180639,2.984857,-7.435230,-4.832314,8.477445,-3.206882,1
-3.042500,0.497390,8.574384,-2.349344,15.702308,3.677464,-1.216148,2.040594,9.381802,8.693517,1
2.039043,-3.699680,11.260045,-1.964825,10.388712,2.095589,-6.493383,-6.375244,15.515603,4.434876,1
7.902104,10.600946,5.407828,2.990424,11.246083,1.429453,-4.036283,-1.810881,12.312699,-5.928319,1
